iage;irace;ideathmon;ideathday;isex;ihispanic;istatenum;iinjury
55;0;0;0;0;0;37;4
55;0;0;0;0;0;37;3
54;0;0;0;1;0;37;3
88;1;1;3;0;1;37;1
66;0;0;0;0;0;37;2
41;1;1;3;0;4;37;1
31;0;0;0;0;0;37;4
18;0;0;0;0;0;37;4
22;1;1;3;0;4;37;1
30;0;0;0;0;0;37;0
25;0;0;0;0;0;37;4
19;0;0;0;0;0;37;4
18;0;0;0;0;0;37;4
21;0;0;0;0;0;37;3
94;1;1;4;0;1;37;1
61;0;0;0;0;0;37;3
27;0;0;0;0;0;37;2
76;1;1;12;0;1;37;1
53;0;0;0;0;0;37;3
70;1;1;5;0;1;37;1
77;1;2;1;0;1;37;1
29;0;0;0;0;0;37;4
21;0;0;0;0;0;37;4
30;0;0;0;0;0;37;2
32;1;1;12;0;1;37;1
23;0;0;0;0;0;37;0
36;0;0;0;0;0;37;4
18;0;0;0;0;0;37;2
22;0;0;0;0;0;37;4
36;0;0;0;0;0;37;4
48;1;1;12;1;1;37;1
33;0;0;0;0;0;37;0
56;0;0;0;0;0;37;2
24;0;0;0;1;0;37;0
28;0;0;0;1;0;37;2
36;13;1;5;0;1;37;1
65;0;0;0;0;0;37;3
22;0;0;0;0;0;37;0
25;0;0;0;1;0;37;0
26;0;0;0;0;0;37;4
60;0;0;0;0;0;37;0
49;1;1;6;1;1;37;1
37;0;0;0;0;0;37;4
82;1;1;13;0;1;37;1
41;0;0;0;0;0;37;4
60;0;0;0;0;0;37;4
88;1;1;13;0;1;37;1
43;1;1;15;1;1;37;1
41;0;0;0;0;0;37;2
34;0;0;0;0;0;37;2
32;0;0;0;0;0;37;2
42;1;1;9;0;1;37;1
51;1;1;9;1;1;37;1
27;0;0;0;0;0;37;2
28;0;0;0;0;0;37;0
29;1;1;14;0;4;37;1
60;0;0;0;0;0;37;2
23;0;0;0;0;0;37;0
51;1;1;5;0;1;37;1
68;0;0;0;1;0;37;0
82;0;0;0;0;0;37;3
84;9;1;17;1;1;37;1
33;0;0;0;0;0;37;3
20;1;1;20;0;4;37;1
55;0;0;0;0;0;37;3
48;1;1;18;0;1;37;1
55;0;0;0;0;0;37;3
29;0;0;0;1;0;37;3
49;0;0;0;0;0;37;0
52;0;0;0;0;0;37;4
79;1;1;19;1;1;37;1
86;0;0;0;1;0;37;0
53;1;1;21;0;1;37;1
34;0;0;0;0;0;37;4
25;1;1;24;0;4;37;1
23;1;1;24;0;4;37;1
18;0;0;0;1;0;37;0
18;0;0;0;0;0;37;0
59;1;1;21;0;1;37;1
40;0;0;0;0;0;37;2
35;1;1;26;0;1;37;1
12;1;1;21;1;1;37;1
73;0;0;0;1;0;37;2
41;0;0;0;1;0;37;2
44;0;0;0;1;0;37;2
24;0;0;0;1;0;37;2
32;1;1;25;1;4;37;1
0;1;1;25;0;4;37;1
35;0;0;0;0;0;37;0
20;0;0;0;0;0;37;6
26;0;0;0;0;0;37;4
76;1;1;25;0;1;37;1
27;1;1;26;0;4;37;1
27;0;0;0;0;0;37;4
33;0;0;0;1;0;37;4
57;0;0;0;0;0;37;2
28;1;1;26;0;1;37;1
21;1;1;28;0;1;37;1
84;1;1;28;0;1;37;1
26;0;0;0;1;0;37;2
5;0;0;0;0;0;37;2
1;0;0;0;0;0;37;2
27;1;1;29;0;1;37;1
67;0;0;0;0;0;37;2
64;0;0;0;1;0;37;2
36;1;1;31;0;1;37;1
47;0;0;0;0;0;37;0
42;1;2;1;1;1;37;1
37;1;2;3;0;1;37;1
46;1;2;4;1;1;37;1
34;0;0;0;0;0;37;0
27;0;0;0;1;0;37;4
68;1;2;5;1;1;37;1
26;0;0;0;0;0;37;4
83;1;2;9;0;1;37;1
35;0;0;0;0;0;37;4
27;1;2;6;1;1;37;1
13;0;0;0;1;0;37;3
16;0;0;0;0;0;37;0
17;5;2;6;0;1;37;1
15;1;2;6;0;1;37;1
14;0;0;0;0;0;37;0
58;1;2;6;0;1;37;1
34;0;0;0;1;0;37;2
27;0;0;0;0;0;37;2
13;0;0;0;1;0;37;2
13;0;0;0;1;0;37;2
40;0;0;0;0;0;37;2
52;1;2;7;1;1;37;1
43;0;0;0;1;0;37;4
17;1;2;12;0;1;37;1
16;0;0;0;0;0;37;0
26;1;2;11;0;1;37;1
27;0;0;0;0;0;37;0
57;0;0;0;0;0;37;4
37;1;2;7;0;1;37;1
25;1;2;7;0;1;37;1
25;0;0;0;0;0;37;0
27;1;2;10;0;1;37;1
18;1;2;15;0;1;37;1
25;1;2;13;0;4;37;1
19;1;2;13;0;4;37;1
48;1;2;14;0;1;37;1
20;0;0;0;1;0;37;4
54;1;2;22;1;1;37;1
40;0;0;0;0;0;37;2
23;0;0;0;0;0;37;3
25;0;0;0;1;0;37;4
71;0;0;0;1;0;37;2
53;0;0;0;1;0;37;0
58;0;0;0;1;0;37;0
53;0;0;0;0;0;37;4
47;0;0;0;1;0;37;0
22;1;2;22;1;1;37;1
81;9;2;17;1;1;37;1
48;0;0;0;0;0;37;2
48;0;0;0;0;0;37;0
31;0;0;0;0;0;37;0
30;1;2;19;1;1;37;1
25;1;2;19;0;1;37;1
20;1;2;22;0;1;37;1
56;0;0;0;0;0;37;2
50;0;0;0;0;0;37;2
54;1;2;25;0;1;37;1
65;1;2;23;0;1;37;1
61;0;0;0;0;0;37;0
53;0;0;0;1;0;37;4
52;0;0;0;1;0;37;4
76;1;2;23;1;1;37;1
41;0;0;0;1;0;37;0
46;0;0;0;1;0;37;2
56;0;0;0;0;0;37;2
51;0;0;0;1;0;37;2
87;1;2;25;1;1;37;1
24;0;0;0;0;0;37;2
26;0;0;0;0;0;37;2
23;1;2;27;0;1;37;1
59;0;0;0;0;0;37;4
53;0;0;0;1;0;37;2
16;1;2;28;0;1;37;1
51;1;3;1;0;1;37;1
54;0;0;0;0;0;37;2
67;1;3;1;1;1;37;1
59;0;0;0;0;0;37;2
27;1;3;1;0;1;37;1
61;0;0;0;0;0;37;2
21;0;0;0;1;0;37;2
25;0;0;0;1;0;37;2
25;0;0;0;0;0;37;0
41;1;3;5;0;1;37;1
48;0;0;0;0;0;37;0
23;0;0;0;0;0;37;4
20;0;0;0;1;0;37;0
52;1;3;5;0;1;37;1
21;1;3;6;0;1;37;1
50;0;0;0;0;0;37;2
23;0;0;0;0;0;37;2
23;0;0;0;0;0;37;2
24;0;0;0;1;0;37;2
73;1;3;9;1;1;37;1
18;0;0;0;1;0;37;2
53;1;3;13;0;1;37;1
53;0;0;0;1;0;37;2
53;0;0;0;0;0;37;2
49;1;3;11;0;1;37;1
47;1;3;12;0;1;37;1
58;1;3;16;1;1;37;1
50;0;0;0;0;0;37;4
33;0;0;0;1;0;37;4
36;0;0;0;0;0;37;0
8;0;0;0;0;0;37;0
29;0;0;0;1;0;37;4
0;0;0;0;0;0;37;4
33;0;0;0;1;0;37;4
32;1;3;19;0;1;37;1
26;1;3;19;0;1;37;1
38;1;3;20;0;1;37;1
44;0;0;0;1;0;37;0
81;1;3;29;0;1;37;1
25;0;0;0;1;0;37;0
26;0;0;0;1;0;37;0
53;1;3;29;0;1;37;1
21;15;3;30;0;1;37;1
44;0;0;0;1;0;37;3
15;0;0;0;0;0;37;2
20;1;4;1;0;1;37;1
21;0;0;0;0;0;37;4
7;1;4;1;0;1;37;1
36;0;0;0;0;0;37;2
20;0;0;0;1;0;37;4
23;1;4;2;1;1;37;1
24;1;4;2;0;1;37;1
43;1;4;2;0;1;37;1
24;0;0;0;0;0;37;4
25;1;4;4;0;4;37;1
18;0;0;0;0;0;37;4
20;0;0;0;0;0;37;4
79;1;4;5;0;1;37;1
44;0;0;0;0;0;37;3
41;1;4;5;0;6;37;1
26;1;4;8;0;1;37;1
35;1;4;10;0;1;37;1
61;1;4;10;1;1;37;1
55;0;0;0;0;0;37;2
60;0;0;0;0;0;37;2
62;0;0;0;0;0;37;2
37;1;4;16;0;1;37;1
56;0;0;0;0;0;37;0
23;0;0;0;1;0;37;2
79;1;4;18;1;1;37;1
73;0;0;0;1;0;37;4
50;0;0;0;0;0;37;2
26;1;4;25;0;6;37;1
37;0;0;0;0;0;37;0
60;1;2;27;0;1;37;1
14;0;0;0;0;0;37;4
21;1;3;14;0;1;37;1
58;1;4;14;1;1;37;1
58;1;4;14;1;1;37;1
55;0;0;0;1;0;37;0
30;0;0;0;0;0;37;2
48;0;0;0;0;0;37;4
70;1;4;19;0;1;37;1
63;0;0;0;0;0;37;2
64;1;4;20;0;1;37;1
50;0;0;0;0;0;37;4
50;0;0;0;0;0;37;2
50;0;0;0;0;0;37;4
57;1;5;3;0;1;37;1
45;1;5;5;1;1;37;1
31;1;5;5;0;1;37;1
27;0;0;0;0;0;37;0
21;0;0;0;0;0;37;2
21;0;0;0;0;0;37;2
67;0;0;0;0;0;37;2
50;0;0;0;0;0;37;2
47;0;0;0;0;0;37;2
99;0;0;0;1;0;37;2
47;1;5;7;1;1;37;1
55;1;3;4;0;1;37;1
56;0;0;0;0;0;37;2
18;1;3;11;0;1;37;1
56;0;0;0;0;0;37;2
20;0;0;0;0;0;37;0
19;0;0;0;1;0;37;0
41;0;0;0;0;0;37;0
39;1;3;27;1;4;37;1
10;0;0;0;1;0;37;0
4;0;0;0;0;0;37;0
3;0;0;0;0;0;37;0
17;0;0;0;0;0;37;4
17;1;5;1;1;1;37;1
63;1;1;14;1;1;37;1
64;0;0;0;0;0;37;4
26;1;5;8;0;1;37;1
40;0;0;0;0;0;37;0
79;1;5;8;1;1;37;1
40;0;0;0;0;0;37;0
53;1;5;10;0;1;37;1
32;0;0;0;0;0;37;2
66;1;5;12;1;1;37;1
59;0;0;0;1;0;37;4
21;1;5;12;0;1;37;1
32;0;0;0;0;0;37;4
26;0;0;0;1;0;37;4
42;0;0;0;1;0;37;4
55;0;0;0;1;0;37;2
38;0;0;0;1;0;37;2
38;1;5;12;0;1;37;1
58;1;5;16;1;1;37;1
62;0;0;0;1;0;37;4
59;0;0;0;0;0;37;2
29;1;5;19;0;1;37;1
29;0;0;0;0;0;37;0
54;1;5;22;0;1;37;1
48;0;0;0;0;0;37;0
59;1;4;25;0;1;37;1
53;0;0;0;1;0;37;0
74;0;0;0;0;0;37;4
76;0;0;0;0;0;37;4
29;1;5;13;1;1;37;1
42;0;0;0;0;0;37;4
14;0;0;0;0;0;37;4
27;0;0;0;1;0;37;0
80;1;5;16;1;1;37;1
25;0;0;0;0;0;37;4
25;1;5;14;0;1;37;1
25;0;0;0;0;0;37;4
21;1;5;21;0;1;37;1
35;0;0;0;0;0;37;4
29;1;5;22;0;1;37;1
52;1;5;22;0;1;37;1
42;0;0;0;0;0;37;3
24;12;5;24;0;1;37;1
45;1;5;26;0;1;37;1
44;0;0;0;0;0;37;4
69;1;5;26;0;1;37;1
60;1;1;20;0;1;37;1
16;1;3;18;0;1;37;1
16;0;0;0;0;0;37;0
38;0;0;0;0;0;37;0
36;1;3;20;1;1;37;1
30;1;5;22;0;4;37;1
2;1;5;25;0;4;37;1
99;0;0;0;2;0;37;2
66;1;5;26;0;1;37;1
36;0;0;0;0;0;37;2
63;1;5;26;0;1;37;1
76;1;5;27;1;1;37;1
45;0;0;0;0;0;37;3
58;1;5;27;0;1;37;1
22;0;0;0;0;0;37;0
21;1;5;28;1;1;37;1
27;1;5;29;0;1;37;1
18;1;5;28;0;1;37;1
63;0;0;0;1;0;37;0
64;0;0;0;0;0;37;4
19;1;5;28;0;3;37;1
15;0;0;0;0;0;37;0
16;0;0;0;1;0;37;0
14;0;0;0;1;0;37;0
23;1;5;30;0;1;37;1
18;0;0;0;1;0;37;2
18;0;0;0;1;0;37;2
20;5;5;31;1;1;37;1
3;0;0;0;0;0;37;4
36;1;4;20;1;1;37;1
50;0;0;0;0;0;37;2
39;0;0;0;0;0;37;2
19;1;5;25;0;1;37;1
16;0;0;0;1;0;37;0
17;0;0;0;1;0;37;4
18;0;0;0;0;0;37;4
18;1;6;1;0;3;37;1
46;1;6;1;0;1;37;1
74;0;0;0;0;0;37;2
75;0;0;0;1;0;37;2
19;0;0;0;0;0;37;0
18;1;6;3;1;4;37;1
48;0;0;0;0;0;37;2
79;0;0;0;1;0;37;2
82;0;0;0;0;0;37;4
60;0;0;0;1;0;37;4
56;0;0;0;1;0;37;4
12;0;0;0;1;0;37;4
11;1;6;10;1;1;37;1
39;11;6;10;0;1;37;1
35;11;6;10;1;1;37;1
22;1;5;27;0;1;37;1
55;0;0;0;0;0;37;2
83;1;6;2;1;1;37;1
22;1;6;2;1;1;37;1
18;0;0;0;0;0;37;0
17;1;6;2;0;4;37;1
12;0;0;0;0;0;37;2
30;1;6;13;0;4;37;1
36;0;0;0;0;0;37;2
18;1;6;13;0;1;37;1
27;0;0;0;0;0;37;4
34;1;6;15;0;1;37;1
28;0;0;0;0;0;37;4
21;0;0;0;1;0;37;4
14;0;0;0;0;0;37;4
47;0;0;0;1;0;37;4
54;0;0;0;1;0;37;2
31;0;0;0;0;0;37;2
4;0;0;0;1;0;37;2
52;0;0;0;0;0;37;2
21;0;0;0;0;0;37;2
67;0;0;0;0;0;37;0
66;1;6;11;1;1;37;1
23;0;0;0;0;0;37;2
22;0;0;0;1;0;37;2
32;0;0;0;1;0;37;0
73;0;0;0;0;0;37;0
65;1;6;17;1;1;37;1
22;1;6;18;0;1;37;1
54;0;0;0;0;0;37;0
53;0;0;0;1;0;37;4
56;1;6;18;0;1;37;1
18;0;0;0;0;0;37;2
79;1;6;19;1;1;37;1
58;0;0;0;0;0;37;4
58;0;0;0;1;0;37;4
9;0;0;0;0;0;37;4
6;0;0;0;0;0;37;4
5;0;0;0;0;0;37;4
13;1;6;20;0;1;37;1
27;0;0;0;1;0;37;2
30;0;0;0;0;0;37;2
78;0;0;0;0;0;37;2
39;1;6;24;1;1;37;1
20;0;0;0;1;0;37;2
19;0;0;0;1;0;37;2
3;0;0;0;1;0;37;2
1;0;0;0;0;0;37;2
25;1;6;27;1;1;37;1
30;0;0;0;0;0;37;2
53;1;6;29;0;1;37;1
22;0;0;0;0;0;37;2
39;1;6;29;1;1;37;1
19;0;0;0;0;0;37;2
14;0;0;0;0;0;37;2
16;1;5;24;1;4;37;1
31;0;0;0;1;0;37;0
16;0;0;0;0;0;37;0
33;0;0;0;0;0;37;0
55;0;0;0;0;0;37;2
36;1;6;17;0;1;37;1
18;1;6;26;0;4;37;1
23;1;6;30;0;1;37;1
24;0;0;0;0;0;37;2
41;1;7;3;0;1;37;1
40;0;0;0;1;0;37;0
16;2;7;3;0;1;37;1
14;0;0;0;1;0;37;0
56;0;0;0;0;0;37;0
65;1;7;4;0;1;37;1
39;1;7;4;0;1;37;1
24;0;0;0;1;0;37;4
30;0;0;0;1;0;37;4
81;1;7;5;0;1;37;1
29;0;0;0;0;0;37;2
36;0;0;0;1;0;37;3
37;0;0;0;0;0;37;2
68;1;1;29;1;4;37;1
22;0;0;0;0;0;37;4
21;0;0;0;0;0;37;0
99;0;0;0;1;0;37;0
20;1;6;9;1;1;37;1
46;1;7;3;0;1;37;1
27;0;0;0;0;0;37;4
45;0;0;0;0;0;37;2
65;1;7;13;0;1;37;1
44;1;7;5;0;1;37;1
50;0;0;0;0;0;37;0
2;1;7;5;1;1;37;1
49;0;0;0;0;0;37;2
23;1;7;6;1;1;37;1
48;0;0;0;0;0;37;2
23;0;0;0;1;0;37;4
9;1;7;6;1;1;37;1
39;0;0;0;1;0;37;4
2;0;0;0;0;0;37;4
3;0;0;0;0;0;37;4
29;1;7;6;0;1;37;1
50;1;7;12;0;1;37;1
41;0;0;0;0;0;37;2
75;1;7;13;0;1;37;1
64;0;0;0;0;0;37;2
65;1;6;24;0;1;37;1
18;0;0;0;0;0;37;0
76;1;7;13;0;1;37;1
16;1;7;14;0;4;37;1
32;1;7;5;0;1;37;1
56;0;0;0;1;0;37;2
40;1;7;14;0;1;37;1
58;0;0;0;0;0;37;2
13;0;0;0;0;0;37;2
28;0;0;0;1;0;37;3
50;0;0;0;1;0;37;4
6;0;0;0;0;0;37;0
4;1;7;15;1;4;37;1
51;0;0;0;0;0;37;3
52;0;0;0;0;0;37;4
53;0;0;0;1;0;37;3
47;1;7;15;0;5;37;1
20;0;0;0;0;0;37;0
18;1;7;15;1;1;37;1
17;0;0;0;0;0;37;4
17;0;0;0;1;0;37;0
14;1;7;16;1;1;37;1
1;0;0;0;0;0;37;0
33;0;0;0;0;0;37;0
32;0;0;0;1;0;37;0
11;1;7;20;0;1;37;1
23;1;7;20;1;1;37;1
20;0;0;0;0;0;37;0
25;0;0;0;0;0;37;0
57;1;7;22;0;1;37;1
63;1;4;4;0;1;37;1
19;0;0;0;0;0;37;3
19;0;0;0;0;0;37;3
90;1;4;6;1;1;37;1
31;0;0;0;0;0;37;3
57;0;0;0;0;0;37;2
79;0;0;0;1;0;37;0
83;0;0;0;1;0;37;4
86;1;4;21;1;1;37;1
24;0;0;0;1;0;37;3
24;0;0;0;1;0;37;3
1;0;0;0;1;0;37;3
1;0;0;0;0;0;37;3
80;0;0;0;1;0;37;0
41;1;7;23;0;1;37;1
54;1;7;26;1;1;37;1
15;0;0;0;0;0;37;2
19;0;0;0;0;0;37;4
26;0;0;0;0;0;37;4
47;0;0;0;1;0;37;0
15;0;0;0;1;0;37;0
13;0;0;0;1;0;37;0
6;0;0;0;0;0;37;4
5;1;7;29;0;1;37;1
3;0;0;0;1;0;37;0
16;0;0;0;0;0;37;2
16;0;0;0;1;0;37;2
47;1;7;29;0;1;37;1
53;1;7;30;1;1;37;1
51;0;0;0;0;0;37;4
43;0;0;0;1;0;37;4
34;0;0;0;1;0;37;5
13;0;0;0;1;0;37;0
12;1;8;1;1;1;37;1
9;0;0;0;1;0;37;0
28;0;0;0;0;0;37;2
29;1;4;23;1;1;37;1
27;0;0;0;0;0;37;0
19;1;5;18;0;1;37;1
32;1;5;25;0;1;37;1
28;0;0;0;1;0;37;0
49;0;0;0;0;0;37;4
45;1;6;26;0;1;37;1
44;1;8;1;0;1;37;1
50;0;0;0;0;0;37;2
33;1;8;2;0;1;37;1
47;0;0;0;0;0;37;2
22;0;0;0;1;0;37;2
55;1;8;3;0;1;37;1
18;0;0;0;1;0;37;2
20;0;0;0;1;0;37;2
58;1;6;3;0;1;37;1
21;1;6;4;0;1;37;1
25;1;6;4;0;1;37;1
19;1;6;27;0;1;37;1
55;0;0;0;1;0;37;4
30;1;6;27;0;1;37;1
86;1;2;14;0;1;37;1
47;0;0;0;1;0;37;3
54;1;2;3;0;1;37;1
58;0;0;0;1;0;37;0
46;1;2;23;0;1;37;1
58;0;0;0;0;0;37;2
20;1;2;27;1;1;37;1
22;0;0;0;0;0;37;0
18;0;0;0;1;0;37;4
37;1;6;18;0;1;37;1
58;0;0;0;1;0;37;2
51;1;2;23;0;1;37;1
46;0;0;0;1;0;37;4
57;0;0;0;0;0;37;2
16;1;2;15;0;1;37;1
16;0;0;0;0;0;37;0
15;1;2;15;0;1;37;1
53;1;2;22;1;1;37;1
10;0;0;0;0;0;37;4
72;1;7;23;1;1;37;1
28;0;0;0;0;0;37;0
20;0;0;0;0;0;37;4
18;0;0;0;1;0;37;4
49;0;0;0;1;0;37;4
11;0;0;0;0;0;37;0
36;1;8;4;0;1;37;1
24;0;0;0;1;0;37;0
35;1;8;4;0;1;37;1
58;0;0;0;0;0;37;2
37;0;0;0;0;0;37;2
48;1;8;6;0;1;37;1
56;0;0;0;1;0;37;2
58;0;0;0;0;0;37;2
19;1;8;7;1;1;37;1
29;1;8;7;0;4;37;1
53;1;7;28;0;1;37;1
21;0;0;0;0;0;37;2
33;1;4;30;0;1;37;1
45;0;0;0;0;0;37;0
17;1;8;8;0;1;37;1
66;1;8;10;1;1;37;1
18;0;0;0;1;0;37;4
64;2;8;11;0;1;37;1
48;0;0;0;0;0;37;4
51;0;0;0;1;0;37;4
12;0;0;0;0;0;37;4
74;1;8;11;1;1;37;1
52;0;0;0;0;0;37;2
74;1;8;21;1;1;37;1
45;0;0;0;1;0;37;4
23;0;0;0;0;0;37;4
21;0;0;0;0;0;37;4
16;5;8;7;0;4;37;1
50;0;0;0;0;0;37;2
46;1;8;15;1;1;37;1
49;0;0;0;1;0;37;0
38;0;0;0;0;0;37;0
35;0;0;0;1;0;37;2
46;0;0;0;0;0;37;2
49;1;8;17;0;1;37;1
19;0;0;0;0;0;37;3
17;0;0;0;0;0;37;3
16;0;0;0;1;0;37;2
29;0;0;0;0;0;37;0
26;1;8;18;1;1;37;1
52;0;0;0;0;0;37;0
51;1;8;19;1;1;37;1
26;0;0;0;0;0;37;0
27;2;8;24;0;1;37;1
20;0;0;0;0;0;37;4
19;0;0;0;1;0;37;3
46;1;1;28;1;1;37;1
31;1;3;18;0;4;37;1
47;1;3;18;0;4;37;1
58;1;7;21;0;1;37;1
55;1;8;14;0;1;37;1
28;0;0;0;0;0;37;0
36;0;0;0;0;0;37;0
10;0;0;0;0;0;37;0
10;0;0;0;0;0;37;0
25;1;8;1;1;1;37;1
25;0;0;0;0;0;37;0
28;0;0;0;0;0;37;4
5;1;8;1;1;1;37;1
48;1;8;9;0;1;37;1
36;1;8;23;1;1;37;1
18;0;0;0;0;0;37;2
16;1;8;24;0;1;37;1
33;1;8;24;0;1;37;1
29;0;0;0;0;0;37;2
61;1;8;25;1;1;37;1
51;0;0;0;1;0;37;0
38;1;8;26;0;1;37;1
41;0;0;0;1;0;37;0
76;1;8;21;1;1;37;1
24;0;0;0;0;0;37;4
56;0;0;0;0;0;37;0
19;0;0;0;0;0;37;2
22;0;0;0;0;0;37;2
42;1;8;29;0;1;37;1
72;1;7;18;0;1;37;1
32;0;0;0;0;0;37;2
51;1;7;20;0;1;37;1
44;0;0;0;1;0;37;4
76;1;8;3;0;1;37;1
25;15;8;5;0;1;37;1
39;0;0;0;0;0;37;2
32;0;0;0;0;0;37;2
24;0;0;0;0;0;37;0
26;1;8;6;0;4;37;1
53;0;0;0;1;0;37;4
54;1;8;23;0;1;37;1
40;1;8;30;0;1;37;1
26;0;0;0;1;0;37;3
70;1;1;18;1;1;37;1
45;1;4;7;0;1;37;1
69;0;0;0;1;0;37;0
27;0;0;0;0;0;37;0
20;1;8;14;1;1;37;1
21;0;0;0;1;0;37;0
71;0;0;0;0;0;37;0
19;0;0;0;0;0;37;0
18;1;8;14;0;1;37;1
26;0;0;0;0;0;37;4
23;0;0;0;0;0;37;3
24;0;0;0;1;0;37;4
14;1;4;17;0;1;37;1
21;0;0;0;0;0;37;0
20;1;7;3;0;6;37;1
35;1;7;29;0;1;37;1
46;0;0;0;0;0;37;3
11;0;0;0;1;0;37;0
5;0;0;0;0;0;37;3
44;1;9;2;0;1;37;1
42;0;0;0;0;0;37;3
40;1;9;3;0;1;37;1
39;0;0;0;1;0;37;0
24;0;0;0;0;0;37;3
25;0;0;0;1;0;37;3
28;1;9;7;0;1;37;1
51;1;9;8;0;1;37;1
35;0;0;0;0;0;37;0
43;0;0;0;0;0;37;0
45;1;9;4;1;1;37;1
19;0;0;0;0;0;37;2
48;1;9;3;1;1;37;1
31;0;0;0;0;0;37;4
31;0;0;0;1;0;37;2
22;1;9;3;0;1;37;1
73;1;9;3;1;1;37;1
54;0;0;0;0;0;37;2
21;1;9;3;0;1;37;1
41;0;0;0;0;0;37;2
84;0;0;0;0;0;37;3
84;0;0;0;1;0;37;4
44;1;9;5;0;1;37;1
43;0;0;0;1;0;37;0
24;0;0;0;0;0;37;4
19;1;9;7;1;1;37;1
23;1;9;8;0;1;37;1
23;0;0;0;0;0;37;0
69;1;9;16;1;1;37;1
58;0;0;0;0;0;37;2
31;0;0;0;0;0;37;4
47;1;9;9;0;1;37;1
35;1;8;10;0;1;37;1
29;1;8;14;0;1;37;1
76;1;9;10;0;1;37;1
57;1;9;11;1;1;37;1
45;1;9;27;0;1;37;1
59;1;9;16;1;1;37;1
18;1;9;17;0;1;37;1
18;0;0;0;0;0;37;0
15;0;0;0;1;0;37;0
25;0;0;0;0;0;37;4
5;0;0;0;0;0;37;4
26;0;0;0;0;0;37;3
59;1;9;17;0;1;37;1
45;1;9;17;1;1;37;1
24;0;0;0;0;0;37;0
14;1;9;17;1;1;37;1
28;0;0;0;1;0;37;4
52;1;9;19;0;1;37;1
76;0;0;0;1;0;37;0
58;1;8;28;1;1;37;1
44;0;0;0;0;0;37;2
36;0;0;0;0;0;37;2
34;1;9;25;1;4;37;1
18;0;0;0;0;0;37;4
23;1;9;25;1;1;37;1
23;1;9;25;1;1;37;1
44;0;0;0;0;0;37;0
34;0;0;0;1;0;37;0
42;0;0;0;0;0;37;4
15;0;0;0;1;0;37;0
15;0;0;0;1;0;37;0
15;0;0;0;1;0;37;4
85;1;9;23;0;1;37;1
81;1;9;23;1;1;37;1
29;0;0;0;0;0;37;4
22;0;0;0;1;0;37;4
50;1;8;26;0;1;37;1
55;1;9;28;0;1;37;1
40;1;9;28;0;1;37;1
34;0;0;0;0;0;37;2
49;1;9;23;0;1;37;1
19;0;0;0;1;0;37;3
24;1;9;26;1;1;37;1
21;0;0;0;1;0;37;4
20;0;0;0;0;0;37;3
71;1;9;29;0;4;37;1
39;0;0;0;0;0;37;2
47;1;9;29;0;4;37;1
50;1;9;30;0;1;37;1
67;0;0;0;0;0;37;0
34;1;9;29;1;1;37;1
29;1;9;30;0;1;37;1
21;0;0;0;1;0;37;0
38;0;0;0;0;0;37;0
51;0;0;0;0;0;37;0
43;5;7;4;0;1;37;1
47;5;7;4;0;1;37;1
23;0;0;0;0;0;37;0
19;0;0;0;0;0;37;4
16;1;8;7;1;1;37;1
19;1;8;7;0;1;37;1
17;0;0;0;1;0;37;0
59;1;9;5;0;1;37;1
35;0;0;0;0;0;37;2
54;0;0;0;0;0;37;2
53;1;9;29;1;1;37;1
45;1;10;5;0;1;37;1
50;0;0;0;1;0;37;0
64;1;10;5;0;1;37;1
38;0;0;0;1;0;37;4
44;0;0;0;1;0;37;4
84;1;10;1;1;1;37;1
26;0;0;0;1;0;37;4
43;0;0;0;0;0;37;2
14;0;0;0;1;0;37;2
16;0;0;0;1;0;37;2
18;1;9;18;0;1;37;1
16;0;0;0;1;0;37;2
11;0;0;0;0;0;37;2
13;0;0;0;1;0;37;2
35;1;10;5;0;1;37;1
53;0;0;0;0;0;37;2
49;1;10;6;0;1;37;1
51;0;0;0;0;0;37;4
57;1;10;7;0;1;37;1
34;0;0;0;0;0;37;2
5;0;0;0;0;0;37;2
22;0;0;0;0;0;37;0
21;1;10;8;0;1;37;1
20;1;10;9;0;4;37;1
17;1;10;10;0;1;37;1
78;1;10;10;0;1;37;1
40;1;7;25;0;1;37;1
28;1;7;30;0;4;37;1
66;1;8;19;0;1;37;1
20;0;0;0;1;0;37;2
30;1;8;30;1;1;37;1
56;0;0;0;0;0;37;2
32;0;0;0;0;0;37;2
34;1;10;10;1;1;37;1
22;1;10;11;0;1;37;1
22;0;0;0;0;0;37;3
72;1;10;12;0;1;37;1
86;1;10;24;0;1;37;1
51;0;0;0;0;0;37;3
36;1;10;15;0;1;37;1
18;1;10;16;0;1;37;1
19;0;0;0;0;0;37;0
19;1;10;16;0;1;37;1
17;0;0;0;0;0;37;0
17;0;0;0;0;0;37;4
17;0;0;0;0;0;37;0
17;0;0;0;1;0;37;0
82;1;10;18;1;1;37;1
38;0;0;0;0;0;37;2
82;0;0;0;0;0;37;0
79;1;10;18;0;1;37;1
79;0;0;0;1;0;37;0
49;0;0;0;0;0;37;2
50;1;10;19;0;1;37;1
22;0;0;0;0;0;37;2
62;1;10;25;0;4;37;1
49;1;9;24;0;1;37;1
56;0;0;0;0;0;37;2
43;1;10;7;0;1;37;1
33;0;0;0;0;0;37;2
48;0;0;0;1;0;37;0
25;0;0;0;0;0;37;0
24;1;10;19;0;4;37;1
19;1;10;19;0;4;37;1
