ZIP;AGE;GENDER;INCOME;STATE;RAMNTALL;NGIFTALL;MINRAMNT
78956;45;1;3000;8;31;3;5
27976;48;0;3000;9;46;5;4
33319;69;1;4000;1;90;16;3
94947;68;1;6000;0;65;3;10
33321;84;1;5000;1;45;2;20
32817;55;1;5000;1;153;16;3
48214;72;1;1000;5;90;5;10
94122;82;1;5000;0;240;22;5
29935;50;1;1000;15;104;9;5
95112;77;0;3000;0;185;7;10
48455;93;0;2000;5;147;9;5
32211;39;0;3000;1;30;2;15
68135;78;0;5000;33;65;4;5
62206;73;0;1000;6;219;14;10
62958;46;1;4000;6;70;8;2
53046;64;3;2000;11;235;13;10
53211;78;1;1000;11;129;13;3
75159;51;0;5000;8;56;4;10
30324;69;1;4000;14;70;13;3
27262;77;1;1000;9;135;9;10
28713;58;1;4000;9;25;1;25
38128;31;0;4000;27;58;8;3
52402;66;1;4000;12;56;11;2
33172;78;1;5000;1;142;18;3
68505;90;0;2000;33;266;22;5
91505;74;1;4000;0;141;17;3
77024;51;1;5000;8;88;6;13
50613;57;1;6000;12;49;9;3
37922;76;1;5000;27;214;29;3
96813;45;0;7000;31;77;3;25
96816;68;0;6000;31;66;8;3
90623;73;0;4000;0;252;19;5
70124;37;0;4000;21;95;8;3
60099;44;0;4000;6;78;7;5
91780;34;0;5000;0;15;1;15
98118;91;0;2000;10;47;4;10
32818;78;0;1000;1;217;23;5
77566;43;1;7000;8;87;6;10
31702;76;0;1000;14;98;15;2
90745;76;1;6000;0;162;17;5
85375;62;0;4000;19;48;4;10
27712;51;1;5000;9;76;11;2
92691;55;0;6000;0;273;22;3
31750;74;0;1000;14;28;2;8
64119;57;1;2000;7;62;4;5
82901;76;1;2000;35;20;1;20
32904;48;1;5000;1;30;2;10
90745;26;1;4000;0;45;2;20
75038;73;1;3000;8;15;1;15
33319;87;1;4000;1;157;36;2
28726;65;0;2000;9;15;1;15
28658;58;1;5000;9;20;2;5
92629;44;1;7000;0;105;16;4
98006;50;0;6000;10;170;23;3
93726;38;0;5000;0;26;3;5
30238;40;0;5000;14;66;3;10
53541;32;1;2000;11;169;14;3
46750;36;0;3000;2;180;36;2
93610;62;1;6000;0;197;13;10
78667;58;1;3000;8;126;12;5
61761;71;1;3000;6;109;13;3
83501;79;0;2000;34;74;6;10
99005;42;1;4000;10;40;3;10
98042;89;0;1000;10;74;13;3
40068;75;1;5000;17;98;10;5
52803;92;1;1000;12;213;14;1
29550;34;1;2000;15;61;9;3
95376;74;0;7000;0;30;2;10
33549;54;0;2000;1;71;9;3
72112;62;0;1000;25;15;1;15
95124;60;0;7000;0;106;6;5
92120;72;1;2000;0;61;9;4
55063;70;0;1000;3;90;14;3
92627;42;1;4000;0;173;9;10
61742;74;0;4000;6;149;17;3
96744;74;0;7000;31;27;6;2
49040;37;0;3000;5;75;10;5
92629;80;0;7000;0;48;7;5
72715;64;0;4000;25;180;12;10
85614;70;1;5000;19;27;4;5
33172;41;1;5000;1;51;6;5
89129;55;1;5000;20;210;21;5
62521;43;0;6000;6;295;13;6
32901;65;1;1000;1;75;4;10
64114;77;0;2000;7;98;9;5
53072;45;1;5000;11;219;13;5
91720;52;0;4000;0;20;1;20
38930;86;1;7000;29;224;32;3
48186;48;1;5000;5;110;6;10
75252;34;1;5000;8;51;7;3
55122;44;0;5000;3;206;9;10
70726;45;1;5000;21;206;15;5
95954;74;0;4000;0;56;4;10
60915;75;1;3000;6;241;27;5
48015;44;0;1000;5;25;2;5
31210;59;1;7000;14;15;1;15
54449;86;1;2000;11;52;13;2
87105;70;1;3000;26;132;8;5
63301;83;0;2000;7;121;16;5
37013;34;1;3000;27;63;6;5
48080;68;1;2000;5;96;16;3
48708;86;0;2000;5;15;1;15
94015;46;1;7000;0;79;11;4
33759;80;1;4000;1;142;18;5
94561;75;0;3000;0;109;9;5
75972;69;1;7000;8;113;19;3
37221;34;0;4000;27;25;1;25
54669;81;1;3000;11;112;24;2
76354;44;1;4000;8;30;3;5
37189;86;0;5000;27;445;15;25
52804;80;0;3000;12;441;47;2
99556;46;1;5000;23;23;1;23
81626;64;0;6000;30;57;5;5
48625;51;1;1000;5;116;24;3
48122;81;0;4000;5;59;8;5
99352;73;1;5000;10;261;30;3
94915;37;1;4000;0;57;4;2
94024;90;0;6000;0;122;7;10
76903;57;1;1000;8;48;4;5
48183;69;0;5000;5;30;3;5
98011;48;1;3000;10;15;1;15
61554;77;0;2000;6;290;11;5
92570;64;0;4000;0;46;6;3
92118;77;1;1000;0;121;9;10
93644;76;1;3000;0;92;22;1
28209;59;1;7000;9;30;2;10
49099;88;1;3000;5;78;7;3
28540;74;1;2000;9;41;5;5
80301;73;0;4000;30;20;1;20
38618;55;1;4000;29;86;12;3
92592;46;1;4000;0;320;12;10
92131;56;1;7000;0;15;1;15
60115;64;0;5000;6;20;1;20
93063;38;1;6000;0;25;1;25
91706;52;1;6000;0;117;7;10
74104;81;1;4000;22;26;2;10
96825;53;0;7000;31;47;4;5
27823;30;1;5000;9;49;4;10
31543;47;1;4000;14;167;5;25
92672;72;1;6000;0;15;1;15
37902;84;1;1000;27;171;13;5
48317;53;0;7000;5;20;2;5
60482;57;1;4000;6;152;15;3
54901;84;1;2000;11;127;27;3
50701;91;1;6000;12;45;4;5
37036;30;0;3000;27;36;6;5
63108;66;1;1000;7;59;7;5
60016;74;0;7000;6;175;17;5
94545;70;1;1000;0;108;28;2
93602;54;1;3000;0;35;3;5
79413;81;1;3000;8;60;7;5
67502;70;0;2000;24;72;5;10
35802;75;1;7000;13;276;14;10
78664;88;1;5000;8;297;15;5
92692;79;1;4000;0;63;10;2
78749;69;1;5000;8;126;14;5
28804;92;1;6000;9;15;1;15
75703;66;1;7000;8;169;6;5
51530;73;0;2000;12;90;10;5
30030;26;0;1000;14;78;9;3
93010;30;1;6000;0;192;16;5
41042;74;0;5000;17;25;1;25
40245;46;1;7000;17;15;1;15
35806;46;1;7000;13;190;19;10
90277;52;1;4000;0;69;6;8
67209;79;1;4000;24;76;19;2
37743;85;1;5000;27;160;15;1
77036;72;0;2000;8;150;3;50
53586;84;1;2000;11;101;6;5
93901;94;0;5000;0;89;13;3
33023;56;1;3000;1;20;3;5
38901;70;1;3000;29;16;1;16
72211;87;0;5000;25;146;19;5
30265;50;1;2000;14;94;12;3
48185;48;1;5000;5;25;1;25
62863;61;1;1000;6;201;11;5
70811;55;1;7000;21;15;1;15
84103;79;0;4000;4;58;5;5
60610;73;1;6000;6;126;8;5
77073;94;1;5000;8;104;8;5
84120;51;0;4000;4;95;8;5
93454;28;1;7000;0;33;3;3
48170;84;1;2000;5;81;9;3
54455;50;0;5000;11;21;2;6
81521;44;1;1000;30;146;12;5
60563;80;1;5000;6;110;6;10
64129;58;0;5000;7;25;2;5
97203;57;1;7000;18;147;12;5
90732;40;0;6000;0;60;6;5
62374;80;1;2000;6;85;8;5
95006;54;0;3000;0;118;11;2
75092;24;1;4000;8;75;3;25
97303;47;0;2000;18;92;16;0
48446;80;1;2000;5;134;10;10
85364;37;1;6000;19;175;16;5
29809;52;1;7000;15;35;3;10
33705;60;1;6000;1;132;10;5
73651;42;0;5000;22;111;13;4
54956;61;1;2000;11;100;12;2
49301;55;1;7000;5;87;10;5
76021;64;0;7000;8;23;2;3
79905;46;1;2000;8;54;7;5
85712;80;1;2000;19;113;16;3
99207;86;0;1000;10;88;5;10
33496;32;1;7000;1;40;2;15
97124;92;1;2000;18;15;1;15
63116;70;0;3000;7;32;2;15
93401;40;1;4000;0;30;2;10
32952;54;1;4000;1;20;1;20
53223;37;1;2000;11;68;5;3
58454;64;1;2000;32;74;13;2
80907;96;0;1000;30;69;6;5
28461;77;0;6000;9;57;5;8
28311;66;1;5000;9;139;10;5
48458;55;0;3000;5;57;5;10
36105;74;1;5000;13;193;21;5
27705;76;0;5000;9;263;22;5
68003;86;0;5000;33;105;20;3
61313;65;0;4000;6;213;8;15
60517;80;1;1000;6;50;2;25
60110;72;1;2000;6;18;2;3
47130;69;0;5000;2;115;11;6
80215;77;0;4000;30;97;8;5
85710;89;0;2000;19;107;10;5
33015;55;1;7000;1;25;1;25
92553;42;1;6000;0;20;1;20
32118;76;0;3000;1;303;32;5
85203;51;0;2000;19;67;5;5
92651;46;1;6000;0;618;32;5
85250;34;1;6000;19;71;7;5
49503;39;0;4000;5;95;10;5
94539;78;3;7000;0;20;1;20
30165;42;0;7000;14;68;5;3
55066;60;1;6000;3;679;16;5
95973;80;1;5000;0;306;36;3
35020;62;1;3000;13;25;2;5
93638;68;1;5000;0;121;14;3
60616;46;1;1000;6;139;12;5
97503;82;0;2000;18;118;14;3
98105;96;0;4000;10;131;12;5
73119;64;1;3000;22;28;9;1
35207;55;0;1000;13;20;1;20
78664;40;1;5000;8;52;7;5
96740;82;1;4000;31;105;12;5
51502;68;0;3000;12;36;4;5
97009;78;1;1000;18;139;10;5
35208;61;0;2000;13;94;9;5
63384;80;1;1000;7;69;13;3
89130;41;0;7000;20;93;10;3
48439;34;0;5000;5;20;2;5
36608;76;1;5000;13;69;10;3
95665;76;0;6000;0;118;15;3
62922;70;1;3000;6;57;5;5
60625;70;1;1000;6;23;3;3
94571;55;0;6000;0;32;3;5
75087;48;1;6000;8;60;13;3
28114;30;0;2000;9;50;7;5
48183;79;3;4000;5;164;19;4
31410;66;1;4000;14;48;10;3
48103;49;0;5000;5;35;3;5
77836;74;1;3000;8;233;15;5
33781;73;0;5000;1;141;15;3
32571;52;0;5000;1;25;1;25
90280;57;0;4000;0;68;4;8
31201;44;1;3000;14;30;3;6
38017;32;0;3000;27;15;1;15
91354;66;0;6000;0;41;3;10
40205;79;1;5000;17;195;15;2
37421;54;1;4000;27;575;8;25
46033;23;0;6000;2;15;1;15
63121;71;1;4000;7;130;15;0
40207;55;1;3000;17;66;6;5
37343;72;1;5000;27;80;5;5
54603;65;0;4000;11;64;6;5
48066;46;0;2000;5;165;25;5
60172;84;1;5000;6;69;17;2
33952;85;0;1000;1;156;12;5
95677;71;1;1000;0;49;5;5
95014;66;1;3000;0;101;4;20
90034;64;1;7000;0;130;13;5
95973;80;1;5000;0;178;16;5
75217;69;0;3000;8;20;1;20
61832;75;0;5000;6;116;21;3
40759;58;1;1000;17;67;8;5
56057;85;1;1000;3;198;14;5
70115;45;0;6000;21;205;16;3
37220;58;0;4000;27;30;3;5
38109;82;0;2000;27;33;3;5
38703;61;1;4000;29;25;2;5
77441;60;1;6000;8;78;10;4
87112;72;0;2000;26;65;8;5
30315;76;0;4000;14;130;5;20
97321;70;1;2000;18;36;6;2
32927;78;0;1000;1;286;41;1
28754;62;0;6000;9;79;11;3
80122;76;1;5000;30;396;22;5
61871;75;1;2000;6;62;5;5
32115;72;0;1000;1;32;4;5
82321;60;0;2000;35;401;22;5
29926;80;1;4000;15;25;1;25
61832;84;1;2000;6;193;38;2
53555;26;1;4000;11;25;1;25
75220;51;0;6000;8;32;6;3
53042;76;0;1000;11;128;15;0
95407;88;0;1000;0;126;11;5
60619;72;1;5000;6;120;12;5
63031;38;1;3000;7;124;10;5
99504;54;1;3000;23;290;5;20
27127;68;1;1000;9;22;2;5
34652;80;1;2000;1;64;8;5
29622;76;0;2000;15;30;3;5
22406;84;0;3000;36;113;11;5
55434;62;0;5000;3;52;7;5
95948;64;1;3000;0;277;30;5
30103;28;1;5000;14;26;4;5
48661;56;1;3000;5;22;3;5
90002;27;0;1000;0;41;4;5
63117;86;0;2000;7;87;9;5
92672;41;0;7000;0;35;5;5
33161;68;0;6000;1;84;14;5
90503;84;1;7000;0;97;7;5
36527;90;1;1000;13;66;6;5
90004;63;0;6000;0;28;1;28
27215;32;0;5000;9;121;10;3
93117;44;1;7000;0;50;5;5
27263;58;0;5000;9;23;2;8
60188;48;1;5000;6;37;3;5
40219;36;1;4000;17;113;12;3
80233;36;1;3000;30;42;3;10
32547;73;1;1000;1;125;6;3
27511;66;0;4000;9;35;3;5
90713;84;0;4000;0;166;17;5
53711;75;1;3000;11;84;15;3
34983;85;1;4000;1;100;15;3
54235;44;1;3000;11;26;2;10
79605;89;1;2000;8;81;12;5
30506;69;0;4000;14;40;4;10
34471;61;0;7000;1;51;7;3
91006;85;0;5000;0;52;3;7
53092;75;1;7000;11;318;21;5
96032;76;0;3000;0;50;4;10
52531;84;1;2000;12;150;10;5
75240;46;1;5000;8;70;8;5
75231;35;1;6000;8;15;1;15
68164;50;1;1000;33;46;4;5
95128;82;1;4000;0;126;16;3
29151;26;0;1000;15;30;2;10
92705;68;1;6000;0;155;8;10
46219;57;0;5000;2;119;12;5
94806;70;0;1000;0;21;2;6
71291;44;0;6000;21;133;13;3
33067;41;0;7000;1;112;9;5
75765;90;1;5000;8;588;45;5
30060;45;1;1000;14;32;3;5
90277;56;0;5000;0;147;16;5
30032;54;1;3000;14;20;2;5
37206;75;1;1000;27;109;11;3
60415;64;1;6000;6;20;3;5
91304;86;1;2000;0;125;10;3
90805;96;0;6000;0;76;10;3
28638;30;0;4000;9;139;16;1
61920;90;0;4000;6;73;8;3
61764;67;0;2000;6;72;11;5
27330;40;0;4000;9;118;14;5
60103;52;1;5000;6;42;3;10
46953;57;1;5000;2;35;6;3
50046;52;1;7000;12;43;5;5
97465;69;1;1000;18;242;15;5
92544;64;1;2000;0;40;2;15
47203;77;0;3000;2;86;7;5
78852;56;1;1000;8;561;32;5
98642;66;0;2000;10;139;10;3
94560;32;1;6000;0;55;6;5
32570;46;1;6000;1;43;5;5
47711;26;0;5000;2;15;1;15
66085;81;0;5000;24;58;3;10
91321;42;1;7000;0;26;2;10
40383;80;0;1000;17;158;17;5
90240;44;0;5000;0;97;9;5
53220;64;0;2000;11;81;11;5
95010;80;1;5000;0;44;4;5
78249;41;1;7000;8;139;11;5
30907;78;1;5000;14;164;30;3
48235;58;1;1000;5;15;1;15
75149;44;1;4000;8;252;12;10
95409;38;1;2000;0;45;3;10
37206;92;1;4000;27;138;14;5
49024;83;0;3000;5;86;15;3
33138;61;0;4000;1;296;15;10
60620;32;0;3000;6;15;1;15
71292;73;1;3000;21;71;10;3
98119;98;0;6000;10;169;19;5
92270;54;1;7000;0;159;12;5
97333;70;0;2000;18;44;3;10
60074;75;1;6000;6;240;25;5
41098;76;0;4000;17;159;13;5
39042;88;1;1000;29;80;9;5
47670;41;0;2000;2;74;12;3
47170;56;1;5000;2;84;10;3
48722;52;0;1000;5;25;2;10
48382;60;0;5000;5;29;3;5
32168;78;0;1000;1;20;1;20
38024;51;1;5000;27;33;3;3
29614;38;0;3000;15;87;8;5
60461;52;0;5000;6;131;12;5
91746;64;1;3000;0;20;1;20
71303;65;1;2000;21;73;11;5
80631;63;0;4000;30;170;14;5
53589;63;0;6000;11;102;11;3
81501;82;1;2000;30;1190;14;15
90650;38;1;5000;0;55;7;5
92649;40;0;6000;0;54;4;5
60045;84;1;7000;6;125;5;15
29209;69;0;6000;15;144;13;2
46161;78;1;2000;2;111;11;5
95901;83;0;3000;0;129;17;3
97205;86;1;1000;18;45;5;3
98310;51;0;5000;10;135;6;10
60047;48;1;6000;6;99;14;2
16928;66;0;3000;44;88;10;5
37849;48;0;2000;27;55;3;5
95818;76;1;3000;0;25;2;10
48152;53;0;7000;5;40;4;5
90720;96;1;6000;0;25;2;10
32825;86;1;4000;1;132;31;3
30040;40;1;1000;14;41;3;5
27104;88;1;6000;9;718;17;4
95134;40;0;2000;0;41;6;3
60050;77;0;6000;6;73;23;2
98930;76;1;2000;10;60;7;5
93662;44;0;4000;0;20;1;20
48150;68;1;1000;5;160;7;10
48097;76;0;2000;5;362;34;5
60406;66;1;3000;6;64;6;5
92126;36;0;4000;0;30;2;10
96003;38;1;5000;0;105;7;5
32526;84;0;2000;1;85;4;10
95132;54;0;5000;0;25;2;5
46356;51;0;4000;2;138;20;2
63016;54;1;4000;7;63;10;2
89102;32;1;5000;20;115;7;5
98362;78;1;2000;10;92;6;5
90066;47;1;7000;0;231;14;10
32210;81;1;3000;1;88;10;3
33805;51;1;3000;1;89;5;13
55108;79;0;1000;3;195;23;5
63117;50;1;7000;7;20;1;20
92683;80;1;5000;0;256;8;5
70124;52;0;5000;21;30;2;15
68437;36;0;5000;33;24;3;5
60639;48;1;3000;6;43;9;3
73832;80;1;4000;22;159;28;3
77077;43;0;7000;8;42;3;10
53208;50;0;5000;11;60;4;10
93455;48;1;3000;0;78;7;5
48322;40;1;5000;5;25;2;10
92653;65;1;7000;0;155;13;3
61108;64;1;5000;6;19;3;3
80435;55;0;5000;30;64;10;2
39212;74;1;5000;29;45;5;5
89117;44;1;6000;20;40;3;10
95825;74;1;2000;0;181;20;5
97267;84;1;1000;18;177;33;2
75633;90;1;3000;8;105;10;2
62550;56;0;6000;6;165;22;3
95116;44;1;2000;0;124;17;5
30350;28;1;2000;14;84;6;10
77210;72;0;4000;8;20;2;5
71742;78;1;3000;25;56;6;3
33487;74;1;7000;1;90;5;10
89447;77;0;3000;20;81;9;5
95045;85;0;2000;0;220;22;3
59870;80;0;1000;28;30;2;15
46168;87;1;3000;2;119;13;4
88008;84;0;6000;26;65;5;10
33013;81;0;1000;1;57;13;3
70075;81;1;3000;21;85;33;2
35470;80;1;7000;13;129;11;5
95531;84;0;1000;0;65;26;1
96701;48;1;7000;31;40;3;10
40769;73;1;5000;17;108;9;3
48240;48;1;5000;5;26;2;10
27360;46;1;4000;9;25;2;10
60616;36;1;5000;6;49;4;5
49425;55;1;1000;5;35;7;3
97389;71;1;3000;18;233;12;10
93003;82;0;7000;0;236;15;2
53404;58;1;3000;11;64;6;3
80215;44;1;4000;30;34;2;10
48195;84;1;1000;5;46;8;1
39564;46;0;4000;29;20;1;20
61264;56;1;5000;6;58;9;3
65738;40;1;4000;7;20;1;20
31543;89;0;2000;14;75;6;5
47710;75;0;6000;2;249;12;10
61102;30;1;4000;6;30;2;10
72714;28;1;3000;25;27;3;5
48176;55;0;4000;5;55;2;20
33609;65;1;3000;1;85;6;5
32316;54;1;5000;1;22;3;5
80239;27;1;5000;30;135;12;6
28602;82;1;1000;9;65;5;5
33165;44;1;5000;1;73;12;3
56441;71;0;2000;3;303;32;3
31794;56;1;3000;14;15;1;15
93455;48;1;5000;0;36;6;3
33040;36;0;4000;1;54;9;3
48005;38;0;2000;5;47;3;10
60131;58;1;2000;6;78;19;3
50801;48;1;2000;12;48;5;5
91773;74;1;6000;0;340;24;3
60515;41;0;7000;6;127;7;15
79912;69;0;3000;8;57;4;0
92806;58;1;7000;0;88;7;10
32713;73;1;2000;1;219;23;3
32805;78;1;1000;1;21;3;5
91711;41;0;7000;0;145;5;5
90065;52;0;5000;0;20;1;20
71909;73;0;1000;25;121;10;5
53588;94;1;2000;11;40;4;5
49042;60;1;5000;5;125;15;3
62234;64;1;4000;6;117;17;3
32056;42;1;4000;1;20;1;20
64083;92;1;3000;7;130;10;5
40206;77;1;2000;17;40;3;10
98367;41;3;3000;10;60;6;5
55110;67;0;6000;3;35;3;10
48336;91;1;1000;5;96;5;10
66062;62;1;4000;24;274;11;15
98052;62;0;6000;10;37;3;10
85742;37;1;3000;19;36;2;16
78737;46;1;5000;8;51;5;5
90068;68;1;1000;0;24;4;3
46227;83;0;4000;2;156;31;3
70601;50;0;2000;21;50;3;10
76022;38;1;6000;8;20;2;5
27350;56;1;7000;9;28;5;5
77070;60;0;4000;8;57;6;5
92653;58;0;3000;0;120;8;10
39056;79;0;1000;29;30;3;10
60455;65;0;5000;6;100;5;10
49015;90;1;6000;5;221;46;2
34232;83;0;3000;1;33;4;3
60068;42;1;7000;6;96;17;3
64088;71;0;1000;7;29;5;4
33880;64;1;2000;1;51;4;10
49229;86;0;3000;5;127;11;5
48154;34;0;4000;5;49;6;5
97527;78;1;2000;18;73;6;3
70119;66;1;2000;21;78;10;2
98102;54;1;7000;10;30;2;10
68355;61;1;3000;33;120;12;5
48371;82;1;3000;5;113;12;3
64113;41;1;4000;7;25;1;25
85373;66;0;5000;19;344;5;0
51041;68;1;4000;12;120;11;5
67544;86;1;2000;24;185;10;10
98604;66;0;3000;10;54;5;10
85644;56;1;4000;19;79;6;8
46341;70;1;5000;2;37;3;10
29464;73;0;5000;15;205;10;10
38134;38;1;5000;27;35;4;5
78801;76;1;2000;8;117;11;5
62863;64;0;1000;6;146;17;2
93720;54;0;5000;0;57;5;5
28739;81;1;7000;9;176;7;0
48310;37;0;5000;5;52;5;5
60466;57;1;5000;6;30;2;10
40242;72;0;4000;17;250;12;5
92194;46;0;4000;0;35;3;5
53209;54;0;5000;11;53;9;3
60640;64;1;2000;6;179;16;5
92604;54;1;4000;0;59;6;5
98108;75;1;1000;10;246;23;5
95366;75;3;3000;0;81;25;3
35673;38;0;5000;13;30;2;15
61021;57;0;7000;6;46;4;5
37620;54;0;5000;27;45;2;20
49855;56;1;4000;5;133;11;10
77979;66;1;7000;8;25;1;25
46970;82;0;5000;2;138;14;0
98332;40;1;5000;10;38;4;5
33756;79;1;1000;1;126;21;3
91042;92;0;6000;0;352;23;10
90712;42;0;3000;0;22;2;5
95822;79;1;1000;0;255;11;5
79763;62;1;4000;8;228;28;3
92321;62;0;7000;0;20;1;20
33012;68;3;4000;1;74;8;3
60504;62;0;7000;6;25;1;25
97138;50;1;7000;18;43;4;5
78255;86;1;2000;8;54;17;1
89113;74;1;5000;20;165;13;3
89121;75;1;7000;20;437;18;5
63361;85;0;2000;7;44;6;3
60525;65;0;4000;6;20;1;20
33155;83;1;5000;1;104;11;5
80634;52;0;7000;30;72;17;2
46919;87;0;2000;2;108;8;10
60462;79;1;7000;6;65;8;5
28173;56;1;4000;9;82;9;5
91765;48;0;6000;0;973;22;20
78704;25;1;2000;8;20;1;20
63822;79;1;1000;7;105;7;10
37032;54;0;6000;27;90;12;1
90032;34;1;4000;0;40;4;5
32174;60;1;5000;1;75;10;3
54901;91;1;2000;11;89;16;2
46835;62;1;4000;2;110;8;5
38462;55;1;7000;27;50;2;25
79761;41;0;7000;8;39;5;5
69156;54;1;4000;33;92;18;3
32803;80;1;1000;1;79;5;10
88240;44;1;2000;26;77;8;5
79413;80;0;3000;8;70;8;5
29405;74;1;5000;15;142;20;0
48240;58;0;3000;5;25;1;25
80021;46;0;3000;30;382;14;10
48192;68;1;6000;5;130;7;10
60546;61;1;4000;6;66;5;8
29316;37;1;5000;15;166;9;6
68467;80;0;2000;33;28;5;3
56307;66;1;3000;3;93;19;3
67052;44;0;4000;24;111;16;5
74941;48;0;5000;22;34;4;5
63028;52;0;4000;7;45;2;20
51566;81;1;2000;12;55;5;5
87109;73;1;7000;26;40;2;20
47235;76;0;2000;2;142;56;1
70126;82;0;2000;21;71;13;3
95641;42;1;5000;0;42;4;5
91941;81;1;2000;0;84;9;5
28031;47;0;6000;9;87;6;10
77065;43;1;5000;8;40;4;5
95032;50;1;6000;0;300;15;10
94521;72;0;6000;0;108;11;5
99706;24;1;3000;23;28;2;13
32809;71;0;2000;1;20;2;5
87401;45;1;7000;26;25;1;25
64465;76;1;2000;7;87;10;5
39581;42;4;5000;29;67;7;5
32277;37;0;5000;1;55;4;10
92071;42;1;5000;0;46;6;3
60457;49;1;2000;6;152;14;5
60631;85;0;4000;6;15;1;15
61883;78;1;2000;6;99;14;3
60532;84;1;2000;6;18;1;18
29710;77;0;3000;15;95;10;4
94533;62;1;4000;0;96;10;5
94110;67;1;2000;0;140;13;5
96816;76;1;5000;31;65;4;5
40211;78;0;2000;17;133;11;10
89506;40;0;3000;20;20;1;20
47670;69;0;2000;2;23;3;3
33155;45;3;3000;1;103;14;3
46410;76;1;1000;2;123;15;5
27127;68;0;4000;9;128;9;5
96821;84;0;5000;31;73;6;5
62801;84;1;2000;6;62;6;5
33442;58;1;4000;1;58;7;5
80226;80;0;4000;30;53;5;5
61614;36;1;7000;6;64;5;5
30016;53;1;1000;14;58;8;3
92008;52;0;5000;0;103;9;5
32792;55;1;4000;1;96;8;10
94519;58;1;6000;0;50;2;25
84105;76;1;4000;4;168;12;3
55069;73;1;3000;3;113;18;3
37043;40;1;5000;27;107;14;5
92082;49;0;5000;0;20;1;20
83815;62;1;4000;34;109;7;10
60015;52;1;6000;6;36;3;10
95437;80;0;2000;0;39;5;4
75229;36;1;7000;8;71;11;3
90069;76;1;5000;0;133;18;5
34994;86;1;1000;1;53;8;3
32780;62;0;6000;1;115;6;5
92040;74;0;2000;0;84;11;4
32233;38;1;3000;1;55;2;25
27402;72;0;5000;9;159;13;10
78837;46;1;2000;8;118;11;5
30542;49;0;7000;14;266;10;5
37110;40;1;1000;27;20;1;20
32724;80;0;1000;1;50;5;10
81505;52;1;5000;30;83;7;5
88220;60;1;5000;26;194;6;5
76116;76;1;1000;8;104;10;5
70090;61;1;5000;21;42;3;10
38127;68;0;4000;27;163;16;5
77024;52;1;7000;8;31;3;5
77706;74;1;4000;8;68;7;5
32303;51;0;5000;1;266;9;10
75062;73;0;5000;8;112;16;3
53212;58;0;3000;11;20;2;5
60443;39;0;4000;6;123;12;5
78130;45;1;5000;8;55;8;3
95819;83;1;6000;0;83;5;5
49203;52;1;5000;5;52;5;5
74017;68;0;5000;22;53;10;3
51537;75;1;1000;12;712;14;25
48235;60;1;4000;5;289;38;1
27295;29;1;4000;9;20;1;20
95603;70;1;1000;0;75;14;3
91724;65;0;6000;0;60;3;15
77079;70;1;5000;8;90;11;3
63116;37;0;5000;7;50;4;10
77099;32;1;4000;8;125;4;25
40503;52;1;4000;17;15;1;15
70507;54;1;4000;21;15;1;15
73758;74;0;2000;22;45;6;3
95667;58;0;6000;0;245;6;20
81526;80;0;1000;30;37;3;10
78577;88;0;1000;8;102;20;3
92374;53;0;7000;0;147;13;5
97367;94;3;3000;18;209;32;2
70727;44;1;7000;21;33;3;8
33305;90;0;5000;1;95;4;20
80231;77;1;1000;30;146;15;5
60455;44;0;4000;6;125;7;10
29627;55;1;3000;15;171;19;2
98390;49;1;4000;10;114;9;5
73703;46;1;3000;22;35;3;5
63119;96;1;6000;7;125;12;5
33566;52;1;4000;1;224;14;5
30542;54;1;4000;14;132;14;3
77531;56;1;3000;8;15;1;15
34231;69;1;5000;1;21;7;2
50401;45;1;1000;12;60;6;5
45415;46;1;4000;40;78;12;5
85023;59;1;3000;19;148;17;5
90019;38;1;5000;0;15;1;15
49945;89;0;1000;5;125;35;2
56201;67;1;3000;3;47;10;3
37184;76;1;5000;27;466;45;5
47201;51;0;5000;2;38;4;5
78219;68;1;1000;8;103;10;5
95610;70;1;2000;0;73;6;5
2871;77;1;1000;46;15;1;15
94127;75;0;7000;0;75;7;10
48066;70;1;5000;5;81;7;5
76853;64;1;4000;8;29;1;29
63131;50;1;7000;7;37;3;10
47591;44;1;2000;2;93;5;10
83274;48;1;4000;34;65;7;5
29642;58;1;6000;15;62;5;5
97526;44;0;7000;18;163;11;5
27609;48;0;7000;9;91;10;5
63957;46;3;3000;7;152;16;3
49444;94;1;1000;5;188;28;2
77084;42;0;5000;8;25;2;10
65536;74;1;1000;7;52;10;3
53027;36;1;5000;11;33;4;5
48340;57;1;5000;5;30;4;5
33023;42;1;4000;1;63;9;3
78582;42;1;6000;8;27;3;5
46637;47;1;4000;2;65;8;5
50010;88;1;5000;12;119;18;0
29676;50;1;6000;15;23;1;23
50707;50;0;5000;12;120;11;3
75067;36;0;2000;8;55;4;5
61704;79;1;2000;6;188;13;3
49038;46;0;2000;5;20;1;20
75287;42;1;3000;8;30;3;5
81505;68;0;2000;30;320;36;3
97045;49;1;5000;18;146;10;10
33612;44;0;2000;1;267;15;10
48040;73;1;2000;5;33;3;3
49917;77;0;1000;5;126;18;3
28458;63;0;1000;9;133;11;5
95476;75;1;2000;0;33;3;5
95765;50;0;6000;0;36;4;5
33496;87;0;7000;1;70;12;2
55335;36;1;1000;3;47;11;2
78676;76;0;7000;8;189;17;3
53226;63;1;5000;11;93;9;3
